,Cruise,Station,Type,yyyy-mm-ddThh:mm:ss.sss,Longitude [degrees_east],Latitude [degrees_north],Bot. Depth [m],NODC Accession Number,WOD Cruise Identifier,WOD Unique Cast,Platform,Project,Originator's Cruise,Originator's Station,Originator's Station Number,Investigator,Institution,Source,Instruments,Methods,pH Scale,Depth Correction Info,Depth [m],Temperature [degrees_C],Salinity [psu],Oxygen [~$m~#mol/kg],Phosphate,Silicate,Nitrate,Nitrite [~$m~#mol/kg],pH,Chlorophyll [~$m~#g/l],Plankton/Biomass,Alkalinity [meq/l],NO2+NO3 [~$m~#mol/kg],pCO~_2 [~$m~#atm],tCO2,Tritium [TU],Helium [nmol/kg],~$d~#~^3He [%],~$D~#~^1~^4C [~%],~$d~#~^1~^3C [~%],Argon [nmol/kg],Neon [nmol/kg],CFC11 [pmol/kg],CFC12 [pmol/kg],CFC113 [pmol/kg],~$d~#~^1~^8O [~%],Transmissivity [m~^-~^1],SA,CT,pdens
3402,WOD_UNITED STATES,11549503,B,2005-08-13T20:16,-158.035,22.769,4724.0,,US026711,11549503,KA'IMIKAI-O-KANALOA (WBN-4310),JGOFS - HOT (Hawaii Ocean Time-series),33KI172_1,,,,"UNIVERSITY OF HAWAII, HONOLULU",,"var2 = CTD: SBE 9 (Deep ocean precision CTD, Sea-Bird Electronics, Inc.) | var3 = BOTTLE: Salinometer AGE Minisal 2100 | var4 = BOTTLE: Salinometer AGE Minisal 2100 | var5 = BOTTLE: Continuous Flow Autoanalyzer (CFA): Bran+Luebbe III | var6 = BOTTLE: Continuous Flow Autoanalyzer (CFA): Bran+Luebbe III | var7 = BOTTLE: Continuous Flow Autoanalyzer (CFA): Bran+Luebbe III",,,,738.9,5.198,34.372002,23.7,3.04,82.86,40.95,,7.349,,,,,,2.0248456726265871e+18,,,,,,,,,,,,,34.545553,5.13701,27.17134
3405,WOD_UNITED STATES,11549503,B,2005-08-13T20:16,-158.035,22.769,4724.0,,US026711,11549503,KA'IMIKAI-O-KANALOA (WBN-4310),JGOFS - HOT (Hawaii Ocean Time-series),33KI172_1,,,,"UNIVERSITY OF HAWAII, HONOLULU",,"var2 = CTD: SBE 9 (Deep ocean precision CTD, Sea-Bird Electronics, Inc.) | var3 = BOTTLE: Salinometer AGE Minisal 2100 | var4 = BOTTLE: Salinometer AGE Minisal 2100 | var5 = BOTTLE: Continuous Flow Autoanalyzer (CFA): Bran+Luebbe III | var6 = BOTTLE: Continuous Flow Autoanalyzer (CFA): Bran+Luebbe III | var7 = BOTTLE: Continuous Flow Autoanalyzer (CFA): Bran+Luebbe III",,,,606.5,5.894,34.216,34.2,2.87,71.59,38.34,,7.348,,,,,,2.004527354424388e+18,,,,,,,,,,,,,34.386494,5.8435,26.96124
3406,WOD_UNITED STATES,11549503,B,2005-08-13T20:16,-158.035,22.769,4724.0,,US026711,11549503,KA'IMIKAI-O-KANALOA (WBN-4310),JGOFS - HOT (Hawaii Ocean Time-series),33KI172_1,,,,"UNIVERSITY OF HAWAII, HONOLULU",,"var2 = CTD: SBE 9 (Deep ocean precision CTD, Sea-Bird Electronics, Inc.) | var3 = BOTTLE: Salinometer AGE Minisal 2100 | var4 = BOTTLE: Salinometer AGE Minisal 2100 | var5 = BOTTLE: Continuous Flow Autoanalyzer (CFA): Bran+Luebbe III | var6 = BOTTLE: Continuous Flow Autoanalyzer (CFA): Bran+Luebbe III | var7 = BOTTLE: Continuous Flow Autoanalyzer (CFA): Bran+Luebbe III",,,,738.9,5.198,34.372002,23.7,3.04,82.86,40.95,,7.349,,,,,,2.0248456726265871e+18,,,,,,,,,,,,,34.545553,5.13701,27.17134
3409,WOD_UNITED STATES,11549522,B,2005-09-09T20:46,-158.08299,22.75,4771.0,,US026712,11549522,KILO MOANA (Call Sign WDA7827) (AGOR 26 UNIV OF HAWAII),JGOFS - HOT (Hawaii Ocean Time-series),33KB173_1,,,,"UNIVERSITY OF HAWAII, HONOLULU",,"var2 = CTD: SBE 9 (Deep ocean precision CTD, Sea-Bird Electronics, Inc.) | var3 = BOTTLE: Salinometer AGE Minisal 2100 | var4 = BOTTLE: Salinometer AGE Minisal 2100 | var5 = BOTTLE: Continuous Flow Autoanalyzer (CFA): Bran+Luebbe III | var6 = BOTTLE: Continuous Flow Autoanalyzer (CFA): Bran+Luebbe III | var7 = BOTTLE: Continuous Flow Autoanalyzer (CFA): Bran+Luebbe III",,,,586.6,5.843,34.07,72.099,2.57,65.79,35.28,,7.413,,,,,,1.979408859433546e+18,,,,,,,,,,,,,34.239298,5.79655,26.851436
3410,WOD_UNITED STATES,11549522,B,2005-09-09T20:46,-158.08299,22.75,4771.0,,US026712,11549522,KILO MOANA (Call Sign WDA7827) (AGOR 26 UNIV OF HAWAII),JGOFS - HOT (Hawaii Ocean Time-series),33KB173_1,,,,"UNIVERSITY OF HAWAII, HONOLULU",,"var2 = CTD: SBE 9 (Deep ocean precision CTD, Sea-Bird Electronics, Inc.) | var3 = BOTTLE: Salinometer AGE Minisal 2100 | var4 = BOTTLE: Salinometer AGE Minisal 2100 | var5 = BOTTLE: Continuous Flow Autoanalyzer (CFA): Bran+Luebbe III | var6 = BOTTLE: Continuous Flow Autoanalyzer (CFA): Bran+Luebbe III | var7 = BOTTLE: Continuous Flow Autoanalyzer (CFA): Bran+Luebbe III",,,,763.4,5.292,34.381001,22.9,3.03,81.51,40.62,,7.356,,,,,,2.0260195950493706e+18,,,,,,,,,,,,,34.554923,5.22813,27.168046
3413,WOD_UNITED STATES,11549522,B,2005-09-09T20:46,-158.08299,22.75,4771.0,,US026712,11549522,KILO MOANA (Call Sign WDA7827) (AGOR 26 UNIV OF HAWAII),JGOFS - HOT (Hawaii Ocean Time-series),33KB173_1,,,,"UNIVERSITY OF HAWAII, HONOLULU",,"var2 = CTD: SBE 9 (Deep ocean precision CTD, Sea-Bird Electronics, Inc.) | var3 = BOTTLE: Salinometer AGE Minisal 2100 | var4 = BOTTLE: Salinometer AGE Minisal 2100 | var5 = BOTTLE: Continuous Flow Autoanalyzer (CFA): Bran+Luebbe III | var6 = BOTTLE: Continuous Flow Autoanalyzer (CFA): Bran+Luebbe III | var7 = BOTTLE: Continuous Flow Autoanalyzer (CFA): Bran+Luebbe III",,,,586.6,5.843,34.07,72.099,2.57,65.79,35.28,,7.413,,,,,,1.979408859433546e+18,,,,,,,,,,,,,34.239298,5.79655,26.851436
3414,WOD_UNITED STATES,11549522,B,2005-09-09T20:46,-158.08299,22.75,4771.0,,US026712,11549522,KILO MOANA (Call Sign WDA7827) (AGOR 26 UNIV OF HAWAII),JGOFS - HOT (Hawaii Ocean Time-series),33KB173_1,,,,"UNIVERSITY OF HAWAII, HONOLULU",,"var2 = CTD: SBE 9 (Deep ocean precision CTD, Sea-Bird Electronics, Inc.) | var3 = BOTTLE: Salinometer AGE Minisal 2100 | var4 = BOTTLE: Salinometer AGE Minisal 2100 | var5 = BOTTLE: Continuous Flow Autoanalyzer (CFA): Bran+Luebbe III | var6 = BOTTLE: Continuous Flow Autoanalyzer (CFA): Bran+Luebbe III | var7 = BOTTLE: Continuous Flow Autoanalyzer (CFA): Bran+Luebbe III",,,,763.4,5.292,34.381001,22.9,3.03,81.51,40.62,,7.356,,,,,,2.0260195950493706e+18,,,,,,,,,,,,,34.554923,5.22813,27.168046
3416,WOD_UNITED STATES,11549546,B,2005-10-08T21:01,-158.0,22.75,4746.0,,US010610,11549546,KILO MOANA (Call Sign WDA7827) (AGOR 26 UNIV OF HAWAII),JGOFS - HOT (Hawaii Ocean Time-series),33KB174_1,,,,"UNIVERSITY OF HAWAII, HONOLULU",,"var2 = CTD: SBE 9 (Deep ocean precision CTD, Sea-Bird Electronics, Inc.) | var3 = BOTTLE: Salinometer AGE Minisal 2100 | var4 = BOTTLE: Salinometer AGE Minisal 2100 | var5 = BOTTLE: Continuous Flow Autoanalyzer (CFA): Bran+Luebbe III | var6 = BOTTLE: Continuous Flow Autoanalyzer (CFA): Bran+Luebbe III | var7 = BOTTLE: Continuous Flow Autoanalyzer (CFA): Bran+Luebbe III",,,,610.9,5.894,34.108002,59.9,2.66,68.86,36.04,,7.388,,,,,,1.986643554691675e+18,,,,,,,,,,,,,34.278044,5.84457,26.875951
3417,WOD_UNITED STATES,11549546,B,2005-10-08T21:01,-158.0,22.75,4746.0,,US010610,11549546,KILO MOANA (Call Sign WDA7827) (AGOR 26 UNIV OF HAWAII),JGOFS - HOT (Hawaii Ocean Time-series),33KB174_1,,,,"UNIVERSITY OF HAWAII, HONOLULU",,"var2 = CTD: SBE 9 (Deep ocean precision CTD, Sea-Bird Electronics, Inc.) | var3 = BOTTLE: Salinometer AGE Minisal 2100 | var4 = BOTTLE: Salinometer AGE Minisal 2100 | var5 = BOTTLE: Continuous Flow Autoanalyzer (CFA): Bran+Luebbe III | var6 = BOTTLE: Continuous Flow Autoanalyzer (CFA): Bran+Luebbe III | var7 = BOTTLE: Continuous Flow Autoanalyzer (CFA): Bran+Luebbe III",,,,744.2,4.71,34.191002,33.4,2.98,93.52,40.61,,7.325,,,,,,2.0237096177662915e+18,,,,,,,,,,,,,34.363709,4.65369,27.082896
3419,WOD_UNITED STATES,11549546,B,2005-10-08T21:01,-158.0,22.75,4746.0,,US010610,11549546,KILO MOANA (Call Sign WDA7827) (AGOR 26 UNIV OF HAWAII),JGOFS - HOT (Hawaii Ocean Time-series),33KB174_1,,,,"UNIVERSITY OF HAWAII, HONOLULU",,"var2 = CTD: SBE 9 (Deep ocean precision CTD, Sea-Bird Electronics, Inc.) | var3 = BOTTLE: Salinometer AGE Minisal 2100 | var4 = BOTTLE: Salinometer AGE Minisal 2100 | var5 = BOTTLE: Continuous Flow Autoanalyzer (CFA): Bran+Luebbe III | var6 = BOTTLE: Continuous Flow Autoanalyzer (CFA): Bran+Luebbe III | var7 = BOTTLE: Continuous Flow Autoanalyzer (CFA): Bran+Luebbe III",,,,610.9,5.894,34.108002,59.9,2.66,68.86,36.04,,7.388,,,,,,1.986643554691675e+18,,,,,,,,,,,,,34.278044,5.84457,26.875951
3420,WOD_UNITED STATES,11549546,B,2005-10-08T21:01,-158.0,22.75,4746.0,,US010610,11549546,KILO MOANA (Call Sign WDA7827) (AGOR 26 UNIV OF HAWAII),JGOFS - HOT (Hawaii Ocean Time-series),33KB174_1,,,,"UNIVERSITY OF HAWAII, HONOLULU",,"var2 = CTD: SBE 9 (Deep ocean precision CTD, Sea-Bird Electronics, Inc.) | var3 = BOTTLE: Salinometer AGE Minisal 2100 | var4 = BOTTLE: Salinometer AGE Minisal 2100 | var5 = BOTTLE: Continuous Flow Autoanalyzer (CFA): Bran+Luebbe III | var6 = BOTTLE: Continuous Flow Autoanalyzer (CFA): Bran+Luebbe III | var7 = BOTTLE: Continuous Flow Autoanalyzer (CFA): Bran+Luebbe III",,,,744.2,4.71,34.191002,33.4,2.98,93.52,40.61,,7.325,,,,,,2.0237096177662915e+18,,,,,,,,,,,,,34.363709,4.65369,27.082896
3423,WOD_UNITED STATES,11549568,B,2005-11-12T04:04,-157.92101,22.734,4750.0,,US026713,11549568,KILO MOANA (Call Sign WDA7827) (AGOR 26 UNIV OF HAWAII),JGOFS - HOT (Hawaii Ocean Time-series),33KB175_1,,,,"UNIVERSITY OF HAWAII, HONOLULU",,"var2 = CTD: SBE 9 (Deep ocean precision CTD, Sea-Bird Electronics, Inc.) | var3 = BOTTLE: Salinometer AGE Minisal 2100 | var4 = BOTTLE: Salinometer AGE Minisal 2100 | var5 = BOTTLE: Continuous Flow Autoanalyzer (CFA): Bran+Luebbe III | var6 = BOTTLE: Continuous Flow Autoanalyzer (CFA): Bran+Luebbe III | var7 = BOTTLE: Continuous Flow Autoanalyzer (CFA): Bran+Luebbe III",,,,651.0,5.307,34.110001,55.6,2.75,76.95,37.92,,7.372,,,,,,1.996369153493207e+18,,,,,,,,,,,,,34.2808,5.25665,26.948972
3424,WOD_UNITED STATES,11549568,B,2005-11-12T04:04,-157.92101,22.734,4750.0,,US026713,11549568,KILO MOANA (Call Sign WDA7827) (AGOR 26 UNIV OF HAWAII),JGOFS - HOT (Hawaii Ocean Time-series),33KB175_1,,,,"UNIVERSITY OF HAWAII, HONOLULU",,"var2 = CTD: SBE 9 (Deep ocean precision CTD, Sea-Bird Electronics, Inc.) | var3 = BOTTLE: Salinometer AGE Minisal 2100 | var4 = BOTTLE: Salinometer AGE Minisal 2100 | var5 = BOTTLE: Continuous Flow Autoanalyzer (CFA): Bran+Luebbe III | var6 = BOTTLE: Continuous Flow Autoanalyzer (CFA): Bran+Luebbe III | var7 = BOTTLE: Continuous Flow Autoanalyzer (CFA): Bran+Luebbe III",,,,806.1,4.299,34.313999,25.0,3.09,104.52,42.29,,7.324,,,,,,2.0414733792402854e+18,,,,,,,,,,,,,34.488138,4.2385,27.225993
3427,WOD_UNITED STATES,11549568,B,2005-11-12T04:04,-157.92101,22.734,4750.0,,US026713,11549568,KILO MOANA (Call Sign WDA7827) (AGOR 26 UNIV OF HAWAII),JGOFS - HOT (Hawaii Ocean Time-series),33KB175_1,,,,"UNIVERSITY OF HAWAII, HONOLULU",,"var2 = CTD: SBE 9 (Deep ocean precision CTD, Sea-Bird Electronics, Inc.) | var3 = BOTTLE: Salinometer AGE Minisal 2100 | var4 = BOTTLE: Salinometer AGE Minisal 2100 | var5 = BOTTLE: Continuous Flow Autoanalyzer (CFA): Bran+Luebbe III | var6 = BOTTLE: Continuous Flow Autoanalyzer (CFA): Bran+Luebbe III | var7 = BOTTLE: Continuous Flow Autoanalyzer (CFA): Bran+Luebbe III",,,,651.0,5.307,34.110001,55.6,2.75,76.95,37.92,,7.372,,,,,,1.996369153493207e+18,,,,,,,,,,,,,34.2808,5.25665,26.948972
3428,WOD_UNITED STATES,11549568,B,2005-11-12T04:04,-157.92101,22.734,4750.0,,US026713,11549568,KILO MOANA (Call Sign WDA7827) (AGOR 26 UNIV OF HAWAII),JGOFS - HOT (Hawaii Ocean Time-series),33KB175_1,,,,"UNIVERSITY OF HAWAII, HONOLULU",,"var2 = CTD: SBE 9 (Deep ocean precision CTD, Sea-Bird Electronics, Inc.) | var3 = BOTTLE: Salinometer AGE Minisal 2100 | var4 = BOTTLE: Salinometer AGE Minisal 2100 | var5 = BOTTLE: Continuous Flow Autoanalyzer (CFA): Bran+Luebbe III | var6 = BOTTLE: Continuous Flow Autoanalyzer (CFA): Bran+Luebbe III | var7 = BOTTLE: Continuous Flow Autoanalyzer (CFA): Bran+Luebbe III",,,,806.1,4.299,34.313999,25.0,3.09,104.52,42.29,,7.324,,,,,,2.0414733792402854e+18,,,,,,,,,,,,,34.488138,4.2385,27.225993
3431,WOD_UNITED STATES,11549588,B,2005-12-12T21:01,-158.00999,22.749,4722.0,,US026714,11549588,KA'IMIKAI-O-KANALOA (WBN-4310),JGOFS - HOT (Hawaii Ocean Time-series),33KI176_1,,,,"UNIVERSITY OF HAWAII, HONOLULU",,"var2 = CTD: SBE 9 (Deep ocean precision CTD, Sea-Bird Electronics, Inc.) | var3 = BOTTLE: Salinometer AGE Minisal 2100 | var4 = BOTTLE: Salinometer AGE Minisal 2100 | var5 = BOTTLE: Continuous Flow Autoanalyzer (CFA): Bran+Luebbe III | var6 = BOTTLE: Continuous Flow Autoanalyzer (CFA): Bran+Luebbe III | var7 = BOTTLE: Continuous Flow Autoanalyzer (CFA): Bran+Luebbe III",,,,599.2,5.862,34.217999,35.5,2.85,71.99,38.17,,7.35,,,,,,2.00490163905259e+18,,,,,,,,,,,,,34.388357,5.81229,26.966548
3432,WOD_UNITED STATES,11549588,B,2005-12-12T21:01,-158.00999,22.749,4722.0,,US026714,11549588,KA'IMIKAI-O-KANALOA (WBN-4310),JGOFS - HOT (Hawaii Ocean Time-series),33KI176_1,,,,"UNIVERSITY OF HAWAII, HONOLULU",,"var2 = CTD: SBE 9 (Deep ocean precision CTD, Sea-Bird Electronics, Inc.) | var3 = BOTTLE: Salinometer AGE Minisal 2100 | var4 = BOTTLE: Salinometer AGE Minisal 2100 | var5 = BOTTLE: Continuous Flow Autoanalyzer (CFA): Bran+Luebbe III | var6 = BOTTLE: Continuous Flow Autoanalyzer (CFA): Bran+Luebbe III | var7 = BOTTLE: Continuous Flow Autoanalyzer (CFA): Bran+Luebbe III",,,,729.0,5.18,34.381001,37.0,3.02,87.36,40.76,,7.352,,,,,,2.025088171183013e+18,,,,,,,,,,,,,34.554463,5.11989,27.18035
3435,WOD_UNITED STATES,11549588,B,2005-12-12T21:01,-158.00999,22.749,4722.0,,US026714,11549588,KA'IMIKAI-O-KANALOA (WBN-4310),JGOFS - HOT (Hawaii Ocean Time-series),33KI176_1,,,,"UNIVERSITY OF HAWAII, HONOLULU",,"var2 = CTD: SBE 9 (Deep ocean precision CTD, Sea-Bird Electronics, Inc.) | var3 = BOTTLE: Salinometer AGE Minisal 2100 | var4 = BOTTLE: Salinometer AGE Minisal 2100 | var5 = BOTTLE: Continuous Flow Autoanalyzer (CFA): Bran+Luebbe III | var6 = BOTTLE: Continuous Flow Autoanalyzer (CFA): Bran+Luebbe III | var7 = BOTTLE: Continuous Flow Autoanalyzer (CFA): Bran+Luebbe III",,,,599.2,5.862,34.217999,35.5,2.85,71.99,38.17,,7.35,,,,,,2.00490163905259e+18,,,,,,,,,,,,,34.388357,5.81229,26.966548
3436,WOD_UNITED STATES,11549588,B,2005-12-12T21:01,-158.00999,22.749,4722.0,,US026714,11549588,KA'IMIKAI-O-KANALOA (WBN-4310),JGOFS - HOT (Hawaii Ocean Time-series),33KI176_1,,,,"UNIVERSITY OF HAWAII, HONOLULU",,"var2 = CTD: SBE 9 (Deep ocean precision CTD, Sea-Bird Electronics, Inc.) | var3 = BOTTLE: Salinometer AGE Minisal 2100 | var4 = BOTTLE: Salinometer AGE Minisal 2100 | var5 = BOTTLE: Continuous Flow Autoanalyzer (CFA): Bran+Luebbe III | var6 = BOTTLE: Continuous Flow Autoanalyzer (CFA): Bran+Luebbe III | var7 = BOTTLE: Continuous Flow Autoanalyzer (CFA): Bran+Luebbe III",,,,729.0,5.18,34.381001,37.0,3.02,87.36,40.76,,7.352,,,,,,2.025088171183013e+18,,,,,,,,,,,,,34.554463,5.11989,27.18035
3443,WOD_UNITED STATES,11549621,B,2006-02-14T21:00,-157.966,22.757,4727.0,,US026716,11549621,KILO MOANA (Call Sign WDA7827) (AGOR 26 UNIV OF HAWAII),JGOFS - HOT (Hawaii Ocean Time-series),33KB178_1,,,,"UNIVERSITY OF HAWAII, HONOLULU",,"var2 = CTD: SBE 9 (Deep ocean precision CTD, Sea-Bird Electronics, Inc.) | var3 = BOTTLE: Salinometer AGE Minisal 2100 | var4 = BOTTLE: Salinometer AGE Minisal 2100 | var5 = BOTTLE: Continuous Flow Autoanalyzer (CFA): Bran+Luebbe III | var6 = BOTTLE: Continuous Flow Autoanalyzer (CFA): Bran+Luebbe III | var7 = BOTTLE: Continuous Flow Autoanalyzer (CFA): Bran+Luebbe III",,,,595.8,5.616,34.145,44.6,2.78,74.28,38.07,,7.355,,,,,,1.9970139331432184e+18,,,,,,,,,,,,,34.314909,5.56869,26.938646
3444,WOD_UNITED STATES,11549621,B,2006-02-14T21:00,-157.966,22.757,4727.0,,US026716,11549621,KILO MOANA (Call Sign WDA7827) (AGOR 26 UNIV OF HAWAII),JGOFS - HOT (Hawaii Ocean Time-series),33KB178_1,,,,"UNIVERSITY OF HAWAII, HONOLULU",,"var2 = CTD: SBE 9 (Deep ocean precision CTD, Sea-Bird Electronics, Inc.) | var3 = BOTTLE: Salinometer AGE Minisal 2100 | var4 = BOTTLE: Salinometer AGE Minisal 2100 | var5 = BOTTLE: Continuous Flow Autoanalyzer (CFA): Bran+Luebbe III | var6 = BOTTLE: Continuous Flow Autoanalyzer (CFA): Bran+Luebbe III | var7 = BOTTLE: Continuous Flow Autoanalyzer (CFA): Bran+Luebbe III",,,,741.0,4.625,34.306999,24.7,3.03,98.39,41.79,,7.329,,,,,,2.030364771450401e+18,,,,,,,,,,,,,34.480251,4.56804,27.184244
3447,WOD_UNITED STATES,11549621,B,2006-02-14T21:00,-157.966,22.757,4727.0,,US026716,11549621,KILO MOANA (Call Sign WDA7827) (AGOR 26 UNIV OF HAWAII),JGOFS - HOT (Hawaii Ocean Time-series),33KB178_1,,,,"UNIVERSITY OF HAWAII, HONOLULU",,"var2 = CTD: SBE 9 (Deep ocean precision CTD, Sea-Bird Electronics, Inc.) | var3 = BOTTLE: Salinometer AGE Minisal 2100 | var4 = BOTTLE: Salinometer AGE Minisal 2100 | var5 = BOTTLE: Continuous Flow Autoanalyzer (CFA): Bran+Luebbe III | var6 = BOTTLE: Continuous Flow Autoanalyzer (CFA): Bran+Luebbe III | var7 = BOTTLE: Continuous Flow Autoanalyzer (CFA): Bran+Luebbe III",,,,595.8,5.616,34.145,44.6,2.78,74.28,38.07,,7.355,,,,,,1.9970139331432184e+18,,,,,,,,,,,,,34.314909,5.56869,26.938646
3448,WOD_UNITED STATES,11549621,B,2006-02-14T21:00,-157.966,22.757,4727.0,,US026716,11549621,KILO MOANA (Call Sign WDA7827) (AGOR 26 UNIV OF HAWAII),JGOFS - HOT (Hawaii Ocean Time-series),33KB178_1,,,,"UNIVERSITY OF HAWAII, HONOLULU",,"var2 = CTD: SBE 9 (Deep ocean precision CTD, Sea-Bird Electronics, Inc.) | var3 = BOTTLE: Salinometer AGE Minisal 2100 | var4 = BOTTLE: Salinometer AGE Minisal 2100 | var5 = BOTTLE: Continuous Flow Autoanalyzer (CFA): Bran+Luebbe III | var6 = BOTTLE: Continuous Flow Autoanalyzer (CFA): Bran+Luebbe III | var7 = BOTTLE: Continuous Flow Autoanalyzer (CFA): Bran+Luebbe III",,,,741.0,4.625,34.306999,24.7,3.03,98.39,41.79,,7.329,,,,,,2.030364771450401e+18,,,,,,,,,,,,,34.480251,4.56804,27.184244
3452,WOD_UNITED STATES,11549653,B,2006-03-11T06:43,-158.017,22.82,4722.0,,US026717,11549653,KILO MOANA (Call Sign WDA7827) (AGOR 26 UNIV OF HAWAII),JGOFS - HOT (Hawaii Ocean Time-series),33KB179_1,,,,"UNIVERSITY OF HAWAII, HONOLULU",,"var2 = CTD: SBE 9 (Deep ocean precision CTD, Sea-Bird Electronics, Inc.) | var3 = BOTTLE: Salinometer AGE Minisal 2100 | var4 = BOTTLE: Salinometer AGE Minisal 2100 | var5 = BOTTLE: Continuous Flow Autoanalyzer (CFA): Bran+Luebbe III | var6 = BOTTLE: Continuous Flow Autoanalyzer (CFA): Bran+Luebbe III | var7 = BOTTLE: Continuous Flow Autoanalyzer (CFA): Bran+Luebbe III",,,,771.3,4.598,34.304001,27.2,2.99,98.65,41.31,,7.334,,,,,,2.0306131936544707e+18,,,,,,,,,,,,,34.477652,4.53866,27.185407
3456,WOD_UNITED STATES,11549653,B,2006-03-11T06:43,-158.017,22.82,4722.0,,US026717,11549653,KILO MOANA (Call Sign WDA7827) (AGOR 26 UNIV OF HAWAII),JGOFS - HOT (Hawaii Ocean Time-series),33KB179_1,,,,"UNIVERSITY OF HAWAII, HONOLULU",,"var2 = CTD: SBE 9 (Deep ocean precision CTD, Sea-Bird Electronics, Inc.) | var3 = BOTTLE: Salinometer AGE Minisal 2100 | var4 = BOTTLE: Salinometer AGE Minisal 2100 | var5 = BOTTLE: Continuous Flow Autoanalyzer (CFA): Bran+Luebbe III | var6 = BOTTLE: Continuous Flow Autoanalyzer (CFA): Bran+Luebbe III | var7 = BOTTLE: Continuous Flow Autoanalyzer (CFA): Bran+Luebbe III",,,,771.3,4.598,34.304001,27.2,2.99,98.65,41.31,,7.334,,,,,,2.0306131936544707e+18,,,,,,,,,,,,,34.477652,4.53866,27.185407
3459,WOD_UNITED STATES,11549662,B,2006-04-01T21:25,-157.996,22.745,4742.0,,US026718,11549662,KILO MOANA (Call Sign WDA7827) (AGOR 26 UNIV OF HAWAII),JGOFS - HOT (Hawaii Ocean Time-series),33KB180_1,,,,"UNIVERSITY OF HAWAII, HONOLULU",,"var2 = CTD: SBE 9 (Deep ocean precision CTD, Sea-Bird Electronics, Inc.) | var3 = BOTTLE: Salinometer AGE Minisal 2100 | var4 = BOTTLE: Salinometer AGE Minisal 2100 | var5 = BOTTLE: Continuous Flow Autoanalyzer (CFA): Bran+Luebbe III | var6 = BOTTLE: Continuous Flow Autoanalyzer (CFA): Bran+Luebbe III | var7 = BOTTLE: Continuous Flow Autoanalyzer (CFA): Bran+Luebbe III",,,,599.4,5.629,34.087002,69.899,2.6,70.13,35.83,,7.407,,,,,,1.980433584620504e+18,,,,,,,,,,,,,34.256714,5.58208,26.891289
3460,WOD_UNITED STATES,11549662,B,2006-04-01T21:25,-157.996,22.745,4742.0,,US026718,11549662,KILO MOANA (Call Sign WDA7827) (AGOR 26 UNIV OF HAWAII),JGOFS - HOT (Hawaii Ocean Time-series),33KB180_1,,,,"UNIVERSITY OF HAWAII, HONOLULU",,"var2 = CTD: SBE 9 (Deep ocean precision CTD, Sea-Bird Electronics, Inc.) | var3 = BOTTLE: Salinometer AGE Minisal 2100 | var4 = BOTTLE: Salinometer AGE Minisal 2100 | var5 = BOTTLE: Continuous Flow Autoanalyzer (CFA): Bran+Luebbe III | var6 = BOTTLE: Continuous Flow Autoanalyzer (CFA): Bran+Luebbe III | var7 = BOTTLE: Continuous Flow Autoanalyzer (CFA): Bran+Luebbe III",,,,753.1,4.717,34.279999,24.7,3.03,94.47,41.22,,7.325,,,,,,2.0291647510401167e+18,,,,,,,,,,,,,34.453274,4.65879,27.152964
3463,WOD_UNITED STATES,11549662,B,2006-04-01T21:25,-157.996,22.745,4742.0,,US026718,11549662,KILO MOANA (Call Sign WDA7827) (AGOR 26 UNIV OF HAWAII),JGOFS - HOT (Hawaii Ocean Time-series),33KB180_1,,,,"UNIVERSITY OF HAWAII, HONOLULU",,"var2 = CTD: SBE 9 (Deep ocean precision CTD, Sea-Bird Electronics, Inc.) | var3 = BOTTLE: Salinometer AGE Minisal 2100 | var4 = BOTTLE: Salinometer AGE Minisal 2100 | var5 = BOTTLE: Continuous Flow Autoanalyzer (CFA): Bran+Luebbe III | var6 = BOTTLE: Continuous Flow Autoanalyzer (CFA): Bran+Luebbe III | var7 = BOTTLE: Continuous Flow Autoanalyzer (CFA): Bran+Luebbe III",,,,599.4,5.629,34.087002,69.899,2.6,70.13,35.83,,7.407,,,,,,1.980433584620504e+18,,,,,,,,,,,,,34.256714,5.58208,26.891289
3464,WOD_UNITED STATES,11549662,B,2006-04-01T21:25,-157.996,22.745,4742.0,,US026718,11549662,KILO MOANA (Call Sign WDA7827) (AGOR 26 UNIV OF HAWAII),JGOFS - HOT (Hawaii Ocean Time-series),33KB180_1,,,,"UNIVERSITY OF HAWAII, HONOLULU",,"var2 = CTD: SBE 9 (Deep ocean precision CTD, Sea-Bird Electronics, Inc.) | var3 = BOTTLE: Salinometer AGE Minisal 2100 | var4 = BOTTLE: Salinometer AGE Minisal 2100 | var5 = BOTTLE: Continuous Flow Autoanalyzer (CFA): Bran+Luebbe III | var6 = BOTTLE: Continuous Flow Autoanalyzer (CFA): Bran+Luebbe III | var7 = BOTTLE: Continuous Flow Autoanalyzer (CFA): Bran+Luebbe III",,,,753.1,4.717,34.279999,24.7,3.03,94.47,41.22,,7.325,,,,,,2.0291647510401167e+18,,,,,,,,,,,,,34.453274,4.65879,27.152964
